-175,-80,-8750057387192057144
-175,-79,-926866262110362240
-175,-78,6071247679029121104
-175,-77,-5510502339287208979
-175,-76,4495061389692243833
-175,-75,-4168341204987617295
-175,-71,-2624507476533107408
-175,-70,-1338550213673478226
-175,-69,-1442473598496618096
-175,-68,-7973213540325894696
-175,-49,2428963464452206738
-175,-48,1843167888360208671
-175,-47,-8023059376154178252
-175,-46,4847873006748750939
-175,-45,-7475353305775078861
-175,-44,-6517909125397990521
-175,-43,-547555746840244378
-175,-42,3307767318853823599
-175,-41,-1528562111135620988
-175,-40,-237331528548290825
-175,-39,3930570809145090917
-175,-38,2688732154856322472
-175,-37,7685083393663627920
-175,-36,-7703603180296998775
-175,-35,-9118914757051056728
-175,-34,8573678336370434458
-175,-33,9001477711184948976
-175,-29,-4322959227850840189
-175,-28,-2144927914565424270
-175,-27,-7185468790149018406
-175,-26,-2859252461639461314
-175,-25,-8843482930482323036
-175,-8,-4904843650592164129
-175,-7,8258531243757282590
-175,-6,3863337838376811412
-175,-5,7944269690588955124
-175,23,2978351437267675928
-175,24,-480126025785282619
-175,25,-4528548379896541924
-175,32,-1401777184915188384
-175,33,-3460644137437295031
-175,34,-5421202482062032490
-175,35,8179064502040994343
-175,36,-2220326085192309437
-175,37,-879733708970588909
-175,38,7865349697119316582
-175,39,4807333758740676428
-175,40,5303372951417200440
-175,41,3084973120822197585
-175,42,-4139257133156331946
-175,43,-5207484047876508758
-175,44,-5704480826266029891
-175,45,-7177338909542915404
-175,46,8549073039784012158
-175,47,-5475399816124243805
-175,48,6661116704966611874
-175,49,5590713293127096579
-175,50,-5620252934946942864
-175,51,5920702507345155891
-175,52,-5884511865485200647
-175,53,-8189814287535146122
-175,54,1234731859511952004
-175,55,-1242403530230544168
-175,56,425897672905766149
-175,57,-3247822718281286617
-175,58,449987790856641944
-175,59,-4433899844489859098
-175,60,3641085856794857431
-175,61,-2861543654460254798
-175,62,-2615256987277529565
-175,63,4601501656365059732
-175,64,-6963974623282918442
-175,65,-2048698994679202726
-175,66,3787821140402058738
-175,67,-8701379850237891793
-175,68,-6584855094074380980
-175,69,-6989881950232332818
-175,70,-1697641202350266554
-175,71,-2641416385404608041
-175,72,-4707631764968773868
-175,73,5602959983398842330
-175,74,-4325269860822492760
-175,75,68317206493925976
-175,76,3881588346538846876
-175,77,6693969121704991976
-175,78,-8879752672953259188
-175,79,3299332350106670472
-175,80,-4542677692523042181
-175,81,7544865890197881104
-175,82,2070135356156956237
-175,83,-5899769634130330172
-175,84,-7949495172247319356
-175,85,4729150311082824763
-175,86,2881931120453360980
-175,87,6069540041537750907
-175,88,5278880028259042420
-175,89,-8415527017315504459
-175,90,6898380877040934438
-175,91,2795873044023602899
-175,92,5852463134642901871
-175,93,-4391874144817704219
-175,94,1296152041216719909
-175,95,-7483644583350432362
-175,96,-3605006499503024200
-175,97,-5077614184022606435
-175,98,-2655747299937459732
-175,99,-1545191775227104524
-175,100,1290618796002499822
-175,101,1343455979922816582
-175,102,7329642194339461050
-175,103,8823503030317156787
-175,104,-7396279760669905560
-175,105,-679158595447221234
-175,106,-4419312339699121874
-175,107,-7884296848088015732
-175,108,-3906658725612441189
-175,109,-3953731716003134498
-175,110,-6743323989898841764
-175,111,3537769362263550155
-175,112,-6486991094173352931
-175,113,5860582040328627472
-175,114,-5507227008686834121
-175,115,2526940537721088567
-175,116,2551481049681029776
-175,117,-3754363324286524059
-175,118,-2505019366352325626
-175,119,270182133647236746
-175,120,-5964779133585280050
-175,121,-7495242359951789274
-175,122,-1705951399532631692
-175,123,-8961192999665129426
-175,124,-5792313250698277604
-175,125,-1827046267601980904
-175,126,-7359287555927800119
-175,127,5580316140394557392
-175,128,-3491481663163133456
-175,129,994544438685693908
-175,130,9054979143116885274
-175,131,-8226483644593312556
-175,132,-5714511595573072774
-175,133,-6677349085339878702
-175,134,-7649702052320396588
-175,135,1677484353140513823
-175,136,-602755319139638545
-175,137,7241790709898279279
-175,138,7847047555999598591
-174,-81,5003880900209898118
-174,-80,-2974758982578167591
-174,-79,-7684263734188004857
-174,-78,-778744592820515432
-174,-77,-3616880967263500439
-174,-76,-6034896968356820314
-174,-75,-8257808483667426399
-174,-74,754582262747220926
-174,-73,7555735981521805639
-174,-72,7203163134318535735
-174,-71,-6223997528035897837
-174,-70,5074045071188638746
-174,-69,-8433371582378076990
-174,-68,1120485785649794669
-174,-67,4745025767091703116
-174,-65,2090839636853737087
-174,-64,-3382623263792966444
-174,-63,-5984674484916326261
-174,-62,-6870782839012933475
-174,-61,-230200976005435065
-174,-60,-3163717098845078160
-174,-59,612311153980164913
-174,-58,-5038732657370037760
-174,-57,-6944500432879331649
-174,-56,-5260940885841017819
-174,-55,-4508748257124237088
-174,-54,-8847729973686732265
-174,-53,3453678497890045520
-174,-52,-2302576422691757180
-174,-51,7214146007069427376
-174,-50,-34032971979279168
-174,-49,-6447541367037607487
-174,-48,8718791766243643665
-174,-47,-7856686565460436121
-174,-46,6226034969671039914
-174,-45,7709860676012545808
-174,-44,-8740547315951558085
-174,-43,-5904488122671972222
-174,-42,-4240206023719218805
-174,-41,1158874455120546540
-174,-40,8941583918521648262
-174,-39,-5578132356078064612
-174,-38,-4944609387028426204
-174,-37,-5860480776785629398
-174,-36,9067047017602357518
-174,-35,-4506672501440398517
-174,-34,3696477172439244230
-174,-33,2341460270819078943
-174,-32,6889144665092565873
-174,-31,7816853141375233725
-174,-30,1733847971760305438
-174,-29,7308871766875524969
-174,-28,3135511458364342527
-174,-27,7113388310836108323
-174,-26,794642999186974694
-174,-25,2008033655740733852
-174,-24,2801398344904340336
-174,-23,-5540966788366786107
-174,-22,6671112958274597259
-174,-21,-4706233035619783817
-174,-20,5665980147640060992
-174,-19,-1542421605427521354
-174,-18,2108091998652677562
-174,-13,5330718234590778774
-174,-12,214349195081167825
-174,-11,6537032802376191155
-174,-10,-7602518037194134515
-174,-9,-7038837364039094431
-174,-8,8289789499798746783
-174,-7,5358187504375531667
-174,-6,7910936787201768408
-174,-5,-578596134158916795
-174,0,-7582268022902410798
-174,1,7430580972394940137
-174,2,-8204293560040345026
-174,3,-6605578720505647
-174,14,7977345336175997393
-174,15,-3999458978464522979
-174,16,-82292244835307828
-174,22,-100976129898576063
-174,23,-6919510452798554277
-174,24,2600740575767819437
-174,25,-5664156392084027321
-174,26,6851121156278890354
-174,27,-2119344674964121222
-174,28,-1811499613602159567
-174,31,1165411444668376912
-174,32,5250190061905306906
-174,33,-3778234943864315392
-174,34,-4626822490168667233
-174,35,-934246266785432711
-174,36,-1466630208233429850
-174,37,-224664073891617086
-174,38,6858161934154467103
-174,39,-7609663926877682524
-174,40,-2901035071210535677
-174,41,9200478935010673831
-174,42,-8344897157038544781
-174,43,-6245194438301833281
-174,44,9067845099211426635
-174,45,3513614435612670685
-174,46,-8975058044578350117
-174,47,-733858429275247806
-174,48,-8615217844876641746
-174,49,6232285068748920335
-174,50,7592489202960661609
-174,51,-4988173327967436073
-174,52,-8583137962641081865
-174,53,-2911682378622259036
-174,54,-783417969655043061
-174,55,625990215724794262
-174,56,-6649752908720460250
-174,57,7786021209754880034
-174,58,2727139248764783371
-174,59,-6769643951888931595
-174,60,-7233437672422455216
-174,61,7256917731047341362
-174,62,3721705933427230120
-174,63,-6504383874324583179
-174,64,869524126808656019
-174,65,-703467794701776903
-174,66,5245776233136879035
-174,67,6512913447055508447
-174,68,2194834830102128804
-174,69,-5930390361974297950
-174,70,-5527157682197655902
-174,71,-402003691775929915
-174,72,-8952936484408950651
-174,73,-1313075547818358963
-174,74,3060606115312836067
-174,75,1592932264358484089
-174,76,9035193748800383194
-174,77,-7293013701159891620
-174,78,-8749534844932954149
-174,79,6186386050998538700
-174,80,-5162820926758673368
-174,81,-5197458725132976989
-174,82,-4508923001698230436
-174,83,7640262392349235786
-174,84,7729214739716703227
-174,85,-4518332239844510253
-174,86,991522631404826985
-174,87,-5563234739112420556
-174,88,6801658803298039817
-174,89,2035462091808881148
-174,90,117973267381845994
-174,91,-5800144342936532120
-174,92,-1534382072247190674
-174,93,2513736010548485656
-174,94,7536751536895660362
-174,95,-3929784730443223852
-174,96,-6332054240563400343
-174,97,7977487481705965991
-174,98,7573553777774007573
-174,99,2144042794536155429
-174,100,-6296886314018945120
-174,101,4365702725945566664
-174,102,-9114095867601302839
-174,103,-5259238865715044581
-174,104,-2520558967187618245
-174,105,-5485878876252769748
-174,106,5593135591031826295
-174,107,1141497764399775972
-174,108,-6827529648598500943
-174,109,5558732985334788147
-174,110,6026823777056867865
-174,111,-8868182759805075127
-174,112,5598226163107847124
-174,113,-1446700702533571192
-174,114,-2753880474461869066
-174,115,5021953107367240705
-174,116,8143107751090841383
-174,117,-1932730965511082452
-174,118,3729366421637294278
-174,119,8326275180005905562
-174,120,-8603962292041812012
-174,121,2010251489452480952
-174,122,-2718739699683500421
-174,123,1694591478084245413
-174,124,2432987234948255522
-174,125,5779303572109923409
-174,126,-459079729933390403
-174,127,-972136149658616477
-174,128,-464889276632843987
-174,129,8700634849939535522
-174,130,-965657948553739370
-174,131,3507757441173405774
-174,132,7644588038145877389
-174,133,3994548855977698682
-174,134,-1768526208904209341
-174,135,8319153876980976326
-174,136,-3244442065807985603
-174,137,-5279409495047230812
-174,138,-4158526159332371161
-173,-82,383510176283780210
-173,-81,929678616107825356
-173,-80,1738354087962749754
-173,-79,2122546109224627399
-173,-78,-2577555047790743171
-173,-77,3016404329504626164
-173,-76,-2851667735135032941
-173,-75,-7889296886078219858
-173,-74,10088711064813494
-173,-73,5839603064636960067
-173,-72,5128064233808091635
-173,-71,-7137014287871142055
-173,-70,6148079337776078864
-173,-69,1769573662344735377
-173,-68,2966266669347632783
-173,-67,-344995617893101680
-173,-65,1452164597544144497
-173,-64,-5632662661836450727
-173,-63,-8843414116525059625
-173,-62,4326279552761290801
-173,-61,-8971202368088007796
-173,-60,-646290240886691006
-173,-59,-2680874985627786549
-173,-58,3734986858118156527
-173,-57,3899542545773912870
-173,-56,5556836615827521851
-173,-55,-8890305886442466550
-173,-54,-3470400507382442800
-173,-53,-5474802524591784289
-173,-52,-1261626148074944794
-173,-51,5438494320042344577
-173,-50,-2986415394385615396
-173,-49,4645158827040021775
-173,-48,4268883417814677654
-173,-47,-4443124932718774989
-173,-46,-6820103707136735460
-173,-45,-493574520647174123
-173,-44,1682070490454799101
-173,-43,3683100660608123363
-173,-42,-3693103854686635360
-173,-41,-8962566598338932246
-173,-40,4687848130821551751
-173,-39,-7551454737254733690
-173,-38,-8982592059738531874
-173,-37,-7920640502964186361
-173,-36,5789240404796887609
-173,-35,2813309028298169087
-173,-34,-4742723925228269614
-173,-33,-8936896467623154397
-173,-32,9196571725706142999
-173,-31,-7802785190926862730
-173,-30,2209952629442238062
-173,-29,-4701936769425422883
-173,-28,6512738095907049335
-173,-27,-1134603104111025346
-173,-26,-5415148559803682541
-173,-25,1045186465731353411
-173,-24,-1440190442501325026
-173,-23,8263704137338175976
-173,-22,7871517181904881891
-173,-21,-6122284877512243075
-173,-20,-3592976802086207327
-173,-19,634267570808222860
-173,-18,-3908596934597450888
-173,-17,2274393326389596680
-173,-16,2834641502884955952
-173,-15,-3737969152870377474
-173,-14,8144287579403921399
-173,-13,-6813799442533972821
-173,-12,-3966181564349026386
-173,-11,-3550792130234490906
-173,-10,-8786413716139865639
-173,-9,-7247660332922277198
-173,-8,-4511491824336069196
-173,-7,412128364084856137
-173,-6,-7160875117945569116
-173,-5,8120887105846893475
-173,-4,1972288056084966384
-173,-3,-2257672725424646632
-173,-2,-925665526991455248
-173,-1,4602583177132797771
-173,0,-4686914148508931186
-173,1,709248442479760020
-173,2,-4706591665269362778
-173,3,-8662365153427343914
-173,4,-1265467749910978627
-173,5,6524841282082957008
-173,6,1456412170631463695
-173,7,2983043309328363824
-173,8,-3252063076105884892
-173,9,5725944770225092513
-173,10,426178376515469627
-173,11,-675595530127196148
-173,12,5226846380810457500
-173,13,4934096829367587978
-173,14,8066420222186539934
-173,15,-6757010078071623360
-173,16,8973035354763295634
-173,22,5652696126340212093
-173,23,-8718683885319117415
-173,24,2861117216038533236
-173,25,-7997005772223267390
-173,26,7886392198495057123
-173,27,-6536271479062805965
-173,28,-4730129972575434931
-173,31,-2550695835012388868
-173,32,-1450673973694839679
-173,33,8041558743344282771
-173,34,5027483580568588485
-173,35,-8921375177970228425
-173,36,-1192744851251854022
-173,37,-5300546867202838722
-173,38,169765366256900161
-173,39,683799541742040394
-173,40,2593539529316132181
-173,41,-5046967035230696600
-173,42,-4889778663902708587
-173,43,5024189591528381049
-173,44,-489081920968602127
-173,45,-6534877147957924732
-173,46,-259814567122237157
-173,47,5874240465335474271
-173,48,-7999465732085510716
-173,49,6671554180506895076
-173,50,5932894326792496679
-173,51,7274123948491560693
-173,52,4156777288701249043
-173,53,-7303866758941738116
-173,54,-4397680876672662938
-173,55,8977015414646002323
-173,56,-1466097108958020160
-173,57,2848724421427560426
-173,58,4062346600194930878
-173,59,-7302409684902618965
-173,60,-9165559404815984514
-173,61,5616093244189404157
-173,62,1771182959488552780
-173,63,6407552852946223610
-173,64,2201723067498614682
-173,65,-7232261668858311574
-173,66,6432798713918236373
-173,67,8620995202827380530
-173,68,9127537234549537656
-173,69,4401796089711745919
-173,70,-5951374290658532530
-173,71,3978535065322035314
-173,72,6415356451235544667
-173,73,-1993306930569687433
-173,74,1806057922710838698
-173,75,-4802429457602700700
-173,76,-4753709945942799992
-173,77,-6369281508214111549
-173,78,6547619292237765822
-173,79,-6704237726286245439
-173,80,9209049031948738048
-173,81,3953754605799612802
-173,82,3446613707339776452
-173,83,-1099859295869278787
-173,84,-6360825517579670691
-173,85,6092950338022367244
-173,86,8927356867276966511
-173,87,1598788991196686143
-173,88,3039614500580724403
-173,89,1123985473694377452
-173,90,-1609784307698150978
-173,91,4259186630430167398
-173,92,3296960852358356018
-173,93,-1230917128903239472
-173,94,-3351777433828965371
-173,95,2368452407387197910
-173,96,-5799968222347391624
-173,97,-8544408064169046977
-173,98,-7476051550745529021
-173,99,2453729221742848265
-173,100,721311588116150346
-173,101,8642859428620679277
-173,102,8122872473970023469
-173,103,3766349081722146592
-173,104,-4963320099972078749
-173,105,-5681977484762087177
