-125,-125,410181097513205436
-125,-124,1928894086442173794
-125,-123,2281845340553859586
-125,-122,-6569761794671806685
-125,-121,6221482931587811980
-125,-120,-2515603427832856957
-125,-119,-1073003129440455153
-125,-118,1789167091089434040
-125,-117,-2724650382184536195
-125,-116,5603504850232332402
-125,-115,5005831868886513409
-125,-114,-832844086959897080
-125,-113,-3764279670218857041
-125,-102,-1111699287376535000
-125,-101,-627185302655564219
-125,-100,-2450639657840775362
-125,-99,2924993453991032383
-125,-98,8428621417538799778
-125,-97,8200962330714937173
-125,-96,-8992494720431998020
-125,-95,1747778339888778035
-125,-94,8014110669631434873
-125,-93,2307555198491324579
-125,-92,-1069673206599332012
-125,-91,1648969622717829546
-125,-90,3846795842614769524
-125,-89,-8439222248244540543
-125,-88,-969506466384654268
-125,-87,-3246383984336204918
-125,-86,-2085504552552921374
-125,-85,7059256597658197820
-125,-84,-6787373985268033434
-125,-83,1446700349662263410
-125,-82,1417580372410894812
-125,-81,5075486469138690240
-125,-80,6725061889102238332
-125,-79,3310181137097455473
-125,-78,-336601905046191205
-125,-77,9015935209218747136
-125,-76,-8301177325165384135
-125,-75,-1093754337537351569
-125,-74,1767895357886260494
-125,-73,-3937463403711999525
-125,-72,8142871054589860560
-125,-71,-217461146511744840
-125,-70,-288768861734756234
-125,-64,3616443959924116085
-125,-63,1564690715924563390
-125,-62,-4711770277562030750
-125,-61,-469323007766799626
-125,-60,1722532468991447819
-125,-59,3475294566353947697
-125,-58,-4363206953800250678
-125,-57,-5308602812123608634
-125,-56,-1909067542336309904
-125,-55,940762842468319891
-125,-41,4481291559934062497
-125,-40,-7994275798410826885
-125,-39,-5320286881944789317
-125,-38,5538024939474006327
-125,-37,2439858615089998923
-125,-32,4779190622880782073
-125,-31,8486748427952766910
-125,-30,-2678291011345589063
-125,-29,3955985572998625455
-125,-28,-1698744510643148126
-125,-27,8944261538413032123
-125,-26,4240619285496739298
-125,-25,1803896492295112386
-125,-24,-5744221023388184989
-125,-23,-8391460473789413173
-125,-22,5559246976274059680
-125,-21,-2878637929212484354
-125,-20,-6666999290422284741
-125,-19,7459869159580148722
-125,-18,43924997291770279
-125,-17,4364206056035926111
-125,-16,1879656935838999110
-125,-15,7755296330085097245
-125,-14,301731838176714121
-125,-13,3069027250636528148
-125,-12,8084346699551754367
-125,-11,5077494159141687313
-125,-10,7136338334039177238
-125,-9,-1575674125255203158
-125,-5,498481989488434298
-125,-4,-7689657932697783654
-125,-3,2185759258040288730
-125,-2,2390430713194826106
-125,3,6447862826656198494
-125,4,-2939424696962856522
-125,5,-8458575121664535816
-125,6,-8933502334507846237
-125,7,-3121967155473684123
-125,8,6661742198353189754
-125,9,8229450286865899159
-125,10,-4360115518985166576
-125,11,707516959261769514
-125,12,-8389987962242054796
-125,13,4856334559877179738
-125,14,-1344611447409245800
-125,15,709285945819048487
-125,16,-1543165410316608692
-125,17,-1923928898374783598
-125,18,1824894763277515908
-125,19,-1587221137745311362
-125,20,-3020945256851213528
-125,21,-2534193118065233662
-125,22,1271816033039026235
-125,23,-2538981874457871618
-125,24,3833948451535554793
-125,25,-1781832260739452947
-125,29,-9178507412520124251
-125,30,-1633638733738981983
-125,31,1239126056302229178
-125,32,5199417069525412751
-125,36,-3140141599533116720
-125,37,4876110457694273573
-125,38,8139739282531181503
-125,39,9104179752105861122
-125,40,-2782876758569759841
-125,41,5702459631927983057
-125,42,751052897779754449
-125,43,-24828241667700308
-125,44,-8742692441655423092
-125,45,-3460516009960851076
-125,46,242282224332882883
-125,47,-2263409619381557319
-125,48,-6572713452069731785
-125,49,-9083909883676863603
-125,50,-4693586414790775007
-125,51,-966878977057592030
-125,52,4398462630684236035
-125,53,-4550824866614686942
-125,54,4611800990469608883
-125,55,4982407924601218894
-125,56,268834029637405615
-125,57,5083496518914008790
-125,70,-9204813910367785432
-125,71,2083225632637422431
-125,72,-5408930046663345419
-125,73,-3593206666911204950
-125,74,4259086751610141708
-125,75,-3658647757774288022
-125,81,6229990653418067434
-125,82,-3764649461725415835
-125,83,-8366533162257375918
-125,84,-6961007256362475542
-125,92,2965002150929429916
-125,93,-6575813527846922578
-125,94,8466898999962825229
-125,95,767027902802705778
-125,96,-2117004287028781862
-125,97,-8073169837218515812
-125,98,619225145006165863
-125,99,7076749910772845926
-125,100,9153680164571559899
-125,101,7546290758412736941
-125,102,-5030714148658690561
-125,103,4054513541733977216
-125,104,-2578260955662280660
-125,105,-4446137111258183296
-125,106,2375612893605817238
-125,107,4704169320242651193
-125,108,8824916110577327249
-125,109,-6418377422880384217
-125,110,1447855543046597124
-125,111,3364423182524762372
-125,112,-2155672142318000323
-125,113,-5785842350327079450
-125,114,-5131246311459935725
-125,115,-8067171061648282268
-125,116,8831330682807721720
-125,117,-2305555288663531795
-125,118,-5705817762374149215
-125,119,NULL
-125,119,6564699350311224707
-125,120,624866737593270759
-125,121,-4482069881858258920
-125,122,7273249869789576618
-125,123,-7254527240101588307
-125,124,4709744930970577782
-124,-125,470128476105497834
-124,-124,-4355316520581310460
-124,-123,7813222052067405264
-124,-122,-5434702711189446760
-124,-121,5570696992419225886
-124,-120,39769957375393369
-124,-119,-2484459309428892955
-124,-118,-5293347936026616751
-124,-117,-4882822192129194890
-124,-116,-5006264304833798082
-124,-115,-3477421063416212528
-124,-114,-7464381840918157451
-124,-113,-1438604236997178968
-124,-112,7064832717245501315
-124,-109,-7946557511217644204
-124,-108,-3139222699950882883
-124,-107,-4259050126455692414
-124,-103,7979215193680300641
-124,-102,8020672218593204163
-124,-101,-5289148913765981798
-124,-100,-435164438701245046
-124,-99,-5941315119128087883
-124,-98,-4298214293097716394
-124,-97,-3732148487845233301
-124,-96,-4880784257068836100
-124,-95,-6589095717453908360
-124,-94,2704251416584593699
-124,-93,-2518495398877091453
-124,-92,-8088969617859360212
-124,-91,4082740347487408610
-124,-90,639966487174513851
-124,-89,-2725639985134350125
-124,-88,1153969417249424496
